Disclaimer: Although Stormwater Services makes every effort to ensure data quality in the monitoring program, errors do arise and may not be identified at the time the data was uploaded to this database.  The City of Durham does not assume any liability associated with the use of these data and is not obligated to notify parties of modifications or changes to the database.

Query Results: 
Name:EL10.7EC-EL1.9EC-EL5.0EC-EL5.5GC-EL5.6EC-EL7.1EC-EL7.1SEC-EL7.6SECT-EL7.9EC-EL8.1GC-EL8.2EC-EL8.5SEC-EL8.6SECUT-EL9.9EC-EL-Englewood-EL-Knox 
Medium:Water
Parameters: all 
Project: Ambient
Time Period:2016-05-02 ~ 2022-05-02
Data was downloaded on May 23 2022 11:41 am
The data contains the QA code. 
For Help with QA code, please check http://www.durhamwaterquality.org/QAcode.php

Station Name,Filtered,Parameter,Date/Time,Value,QA Code,Unit,QAQC Sample,Comments,Rain in Last 24 Hours,Sky Condition,Flow Severity,Comp  Code,Thalweg,Lab,Project
"EL8.6SECUT","","Calcium","2020-08-04 08:05:00","29172","","ug/L","","Heavy rains overnight from hurricane.","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2020-09-01 08:25:00","39818","","ug/L","","Duplicate Site Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2020-09-01 08:25:00","40062","","ug/L","","Duplicate Site Duplicate","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2020-10-06 08:15:00","7369","","ug/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2020-11-03 08:10:00","6381","","ug/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2020-12-01 08:05:00","5388","","ug/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-01-05 08:10:00","67620","","ug/L","","Duplicate Site; Small Suspended particles in stream Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-01-05 08:10:00","66220","","ug/L","","Duplicate Site; Small Suspended particles in stream Duplicate","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-02-02 08:00:00","5865","","ug/L","","Unusual suspended floc in water","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-03-02 08:05:00","6925","","ug/L",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-04-06 08:00:00","7403","","ug/L","","Grass clippings and debris in samples","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-05-04 08:00:00","5076","","ug/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-06-01 08:00:00","6470","","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-07-06 07:55:00","42190","","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-08-03 08:00:00","61290","","ug/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-09-07 08:00:00","60500","J7","ug/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-09-07 08:00:00","62600","J7","ug/L","","Duplicate Site Duplicate","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-10-12 08:20:00","49200","","ug/L",""," ","","","","","","","Ambient",
"EL8.6SECUT","","Calcium","2021-11-02 08:00:00","66500","J7","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2021-12-07 08:05:00","48200","J7","ug/L","","Leaf litter in stream","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2022-01-04 08:05:00","25700","","ug/L","","Duplicate Site; very turbid, water quality investigation initiated; Winter storm over the weekend Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2022-01-04 08:05:00","25200","","ug/L","","Duplicate Site; very turbid, water quality investigation initiated; Winter storm over the weekend Duplicate","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2022-02-01 08:15:00","76800","","ug/L","","Foam in water, winter storm over the weekend","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.6SECUT","","Calcium","2022-03-01 08:25:00","59000","J7","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-01-05 10:45:00","14210","","ug/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-02-02 11:15:00","1162","","ug/L",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-03-02 10:25:00","1515","","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-04-06 10:25:00","1702","","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-05-04 10:15:00","1535","","ug/L",""," ","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-06-01 10:15:00","1609","","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-07-06 10:25:00","14910","","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-08-03 10:10:00","16850","","ug/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-08-03 10:10:00","16560","","ug/L","","Duplicate Site Duplicate","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-09-07 10:20:00","12600","J7","ug/L",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-10-12 11:05:00","15500","","ug/L",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-11-02 10:10:00","15300","J7","ug/L",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL9.9EC","","Calcium","2021-12-07 10:45:00","20400","J7","ug/L",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-05-11 08:40:00","28.2","","mg/L","","Staff Gage:  0.68","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-06-15 08:35:00","30.1","","mg/L","","Staff Gage:  0.64; Barely discernable discharge","No","Partly Cloudy","1","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-07-13 08:35:00","8.4","","mg/L","","Staff Gage:  0.73","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-08-10 08:30:00","21.6","","mg/L","","Staff Gage:  0.56","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-09-14 08:40:00","29.2","","mg/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-09-14 08:40:00","29.1","","mg/L","","Duplicate Site; Staff Gage:  0.66 Duplicate","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-10-12 08:40:00","15.5","","mg/L","","Staff Gage:  0.72","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-11-09 09:05:00","11.3","","mg/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chloride","2016-12-08 09:00:00","12.9","","mg/L","","Staff Gage:  0.67","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","Field","Chromium","2016-11-09 09:05:00","0.2","J,J7","ug/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL8.5SEC","","Chromium","2016-11-09 09:05:00","0.69","J","ug/L","","Staff Gage:  0.90; High stage, merky water","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL10.7EC","","Conductivity","2017-01-11 09:20:00","1573","","uS/cm at 25 deg C","","Duplicate Site; High conductivity due to ice treatment for snow storm","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL10.7EC","","Conductivity","2017-02-15 09:00:00","253","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL10.7EC","","Conductivity","2017-03-15 08:50:00","212","","uS/cm at 25 deg C",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-05-10 09:05:00","348","","uS/cm at 25 deg C",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-06-14 09:15:00","456","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-07-12 09:25:00","371","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-08-09 09:15:00","367","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-09-13 09:30:00","469","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-10-11 09:15:00","262","","uS/cm at 25 deg C","","Duplicate Site; bank erosion from hurricane matthew","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-11-08 09:35:00","515","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2016-12-06 09:30:00","366","","uS/cm at 25 deg C","","Raining","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-01-19 10:30:00","522","","uS/cm at 25 deg C",""," ","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-02-14 10:15:00","440","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-03-14 10:05:00","195","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-04-11 09:34:00","429","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-05-16 09:40:00","397","","uS/cm at 25 deg C","","Duplicate Site, merky water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-06-13 09:00:00","449","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-07-11 09:50:00","429","","uS/cm at 25 deg C",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-08-15 09:40:00","366","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-09-12 10:00:00","461","","uS/cm at 25 deg C",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-10-10 10:00:00","394","","uS/cm at 25 deg C",""," ","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-11-07 10:05:00","458","","uS/cm at 25 deg C",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2017-12-05 10:20:00","486","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-01-02 09:45:00","494","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-02-06 09:55:00","336","","uS/cm at 25 deg C","","Duplicate Site","Yes","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-03-06 09:10:00","416","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-04-03 09:05:00","415","","uS/cm at 25 deg C","","Large sewer spill upstream at NDWRF over the weekend","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-05-01 08:45:00","385","","uS/cm at 25 deg C","","NDWRF dewatering from construction area on 4/30","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-06-05 09:15:00","405","","uS/cm at 25 deg C","","merky water and strong sewage odor","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-07-10 08:50:00","434","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-08-07 09:35:00","391","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-09-04 09:40:00","468","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-10-02 09:20:00","435","","uS/cm at 25 deg C","","Very high water could not reach thalwag","No","Partly Cloudy","4","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-11-06 08:55:00","230","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2018-12-04 10:00:00","354","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-01-08 09:50:00","342","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-02-05 09:10:00","412","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-03-05 09:30:00","245","","uS/cm at 25 deg C","","Duplicate Site","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-04-02 09:20:00","408","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-05-07 09:00:00","387","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-06-05 09:10:00","476","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-07-09 09:00:00","338","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-08-06 09:00:00","248","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-09-03 09:30:00","465","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-10-01 09:30:00","454","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-11-05 09:15:00","420","","uS/cm at 25 deg C","","Duplicate Site","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2019-12-03 09:05:00","217","","uS/cm at 25 deg C","","Organic foam on water surfaace","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-01-07 09:15:00","303","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-02-04 09:15:00","333","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-03-03 09:20:00","387","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-05-12 08:15:00","424","","uS/cm at 25 deg C","","Due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-06-09 00:00:00","435","","uS/cm at 25 deg C","","Slight dead fish smell; Due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Slight dead fish smell; Due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-07-07 08:50:00","367","J2","uS/cm at 25 deg C",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-08-04 08:50:00","90","","uS/cm at 25 deg C","","Heavy rains overnight from hurricane.","Yes","Partly Cloudy","4","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-09-01 09:15:00","178","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-10-06 09:15:00","413","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-11-03 08:55:00","339","","uS/cm at 25 deg C","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2020-12-01 08:40:00","215","","uS/cm at 25 deg C",""," ","Yes","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-01-05 09:20:00","251","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-02-02 09:40:00","228","","uS/cm at 25 deg C",""," ","Yes","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-03-02 09:15:00","279","","uS/cm at 25 deg C","","Channel seems to be backed up, possibly due to high stage at Falls Lake","No","Partly Cloudy","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-04-06 09:10:00","366","","uS/cm at 25 deg C","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-05-04 09:00:00","373","","uS/cm at 25 deg C",""," ","Yes","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-06-01 08:55:00","402","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","No","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-07-06 09:00:00","263","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-08-03 08:55:00","443","","uS/cm at 25 deg C",""," ","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-09-07 09:05:00","467","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-10-12 09:45:00","382","","uS/cm at 25 deg C",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-11-02 09:05:00","429","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2021-12-07 09:25:00","452","","uS/cm at 25 deg C","","Duplicate Site","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2022-01-04 09:00:00","162","","uS/cm at 25 deg C","","Winter storm over the weekend","No","Sunny","4","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2022-02-01 09:15:00","471","","uS/cm at 25 deg C","","Winter storm over the weekend","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL1.9EC","","Conductivity","2022-03-01 09:15:00","375","","uS/cm at 25 deg C","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-01-19 10:05:00","716","","uS/cm at 25 deg C","","Staff Gage: 4.06","Yes","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-02-14 09:55:00","381","","uS/cm at 25 deg C","","Staff Gage: 4.80'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-03-14 09:45:00","151","","uS/cm at 25 deg C",""," ","Yes","Overcast","4","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-04-11 09:15:00","329","","uS/cm at 25 deg C","","Duplicate Site, Staff Gage: 3.98'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-05-16 09:05:00","245","","uS/cm at 25 deg C","","Staff Gage: 4.40'","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-06-13 08:20:00","335","","uS/cm at 25 deg C","","Staff Gage: 3.86'","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-07-11 09:25:00","242","","uS/cm at 25 deg C","","Staff Gage: 3.96'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-08-15 09:20:00","175","","uS/cm at 25 deg C","","Staff Gage: 3.90'","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-09-12 09:40:00","167","","uS/cm at 25 deg C","","Staff Gage: 3.89'","Yes","Overcast","1","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-10-10 09:40:00","276","","uS/cm at 25 deg C","","Staff Gage: 3.81'","Yes","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-11-07 09:45:00","191","","uS/cm at 25 deg C","","Staff Gage: 3.88'","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2017-12-05 09:55:00","249","","uS/cm at 25 deg C","","Staff Gage: 3.93'","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-01-08 10:10:00","225","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-02-05 09:35:00","368","","uS/cm at 25 deg C",""," ","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-03-05 10:05:00","223","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-04-02 09:55:00","339","","uS/cm at 25 deg C","","Duplicate Site; light drizzle, lots of algae growth","No","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-05-07 09:20:00","170","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-06-05 09:30:00","204","","uS/cm at 25 deg C",""," ","No","Overcast","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-07-09 09:25:00","142","","uS/cm at 25 deg C",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-08-06 09:15:00","115","","uS/cm at 25 deg C",""," ","Yes","Overcast","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-09-03 09:50:00","328","","uS/cm at 25 deg C","","Murky water","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-10-01 09:50:00","255","","uS/cm at 25 deg C",""," ","No","Sunny","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-11-05 09:35:00","194","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","2","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2019-12-03 09:50:00","240","","uS/cm at 25 deg C","","Duplicate Site","No","Sunny","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2021-01-05 08:55:00","234","","uS/cm at 25 deg C",""," ","No","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
"EL5.5GC","","Conductivity","2021-02-02 09:20:00","203","","uS/cm at 25 deg C",""," ","Yes","Partly Cloudy","3","G","Yes","SDWRF","Ambient",
