"","Station","Date","WQI","Copper.CCC","Zinc.CCC","Fecal.Coliform.cfu.100mL.","Dissolved.Oxygen.mg.L.","Nitrate...Nitrite.as.N.mg.L.","Copper.ug.L.","Biochemical.Oxygen.Demand.mg.L.","Turbidity.NTU.","Total.Kjeldahl.Nitrogen.mg.L.","Zinc.ug.L.","Total.Phosphorus.mg.L.","Hardness.mg.L."
"1140","EL8.6SECUT","2017-09-12","40","4.61",61.19,9400,8.2,0.54,19.6,4.1,12.4,0.66,136,0.17,46
"1141","EL8.6SECUT","2017-10-10","75","2.97",39.57,145,7.5,0.15,4.35,1,5,0.29,241.5,0.44,27.5
"1142","EL8.6SECUT","2017-11-07","80","3.38",44.99,4,8.1,0.27,3.2,1,1.4,0.44,249,0.42,32
"1143","EL8.6SECUT","2017-12-05","86","3.92",52.04,50,9.7,0.23,3.3,1,4.8,0.43,238,0.02,38
"1144","EL8.6SECUT","2018-01-02","","",NA,NA,11.2,NA,NA,NA,16.3,NA,19.3,NA,NA
"1145","EL8.6SECUT","2018-02-06","","",NA,NA,9.9,NA,NA,NA,4.5,NA,28.4,NA,NA
"1146","EL8.6SECUT","2018-03-06","","",NA,NA,10.5,NA,NA,NA,9.4,NA,14.3,NA,NA
"1147","EL8.6SECUT","2018-04-03","","",NA,NA,8.2,NA,NA,NA,4.2,NA,61.6,NA,NA
"1148","EL8.6SECUT","2018-05-01","","",NA,NA,8.8,NA,NA,NA,11.6,NA,41,NA,NA
"1149","EL8.6SECUT","2018-06-05","","",NA,NA,7.9,NA,NA,NA,3.8,NA,86.2,NA,NA
"1150","EL8.6SECUT","2018-07-10","","",NA,NA,7.1,NA,NA,NA,4.4,NA,76.3,NA,NA
"1151","EL8.6SECUT","2018-08-07","","",NA,NA,7.2,NA,NA,NA,3.2,NA,122,NA,NA
"1152","EL8.6SECUT","2018-09-04","","",NA,NA,7,NA,NA,NA,20.6,NA,91,NA,NA
"1153","EL8.6SECUT","2018-10-02","","",NA,NA,6.9,NA,NA,NA,5.4,NA,16.7,NA,NA
"1154","EL8.6SECUT","2018-11-06","","",NA,NA,8.4,NA,NA,NA,7.2,NA,31.8,NA,NA
"1155","EL8.6SECUT","2018-12-04","","",NA,NA,9.6,NA,NA,NA,4.8,NA,14.9,NA,NA
"1156","EL8.6SECUT","2019-01-08","73","15.64",205.32,1195,9.4,1.02,3.2,2.55,20.8,0.54,38.65,0.22,192
"1157","EL8.6SECUT","2019-02-05","70","20.06",262.86,2600,10.5,1.29,3.3,1,10.8,0.42,24.1,0.16,257
"1158","EL8.6SECUT","2019-03-05","74","18.52",242.79,2600,10.4,1.51,6.7,1,7.1,0.34,25.7,0.04,234
"1159","EL8.6SECUT","2019-04-02","70","18.38",241.03,3200,9.8,1.82,4,1,7.1,0.87,28.6,0.05,232
"1160","EL8.6SECUT","2019-05-07","52","16.47",216.14,56000,6.2,0.9,1.5,4,5.6,1.76,6.3,0.39,204
"1161","EL8.6SECUT","2019-06-05","70","13.60",178.72,5000,7.6,1.24,4,1,4.6,0.35,45.3,0.25,163
"1162","EL8.6SECUT","2019-07-09","61","12.23",160.91,11000,7,1.1,4.4,1,3.1,0.32,26.7,0.17,144
"1163","EL8.6SECUT","2019-08-06","63","6.84",90.49,11400,7.5,1.15,4.4,1,2.7,0.33,26.4,0.17,73
"1164","EL8.6SECUT","2019-09-03","70","10.80",142.24,5700,6.7,0.73,2.9,1,3.1,0.22,14.2,0.2,124.5
"1165","EL8.6SECUT","2019-10-01","62","6.84",90.49,2150,7,0.15,5.3,4.5,12.2,0.97,83.8,0.36,73
"1166","EL8.6SECUT","2019-11-05","71","15.92",208.94,1060,7.9,1.34,3.3,1,5.8,2.1,27,0.1,196
"1167","EL8.6SECUT","2019-12-03","83","10.44",137.48,230,9.5,1.25,4.3,1,18.5,0.36,75,0.04,119.6
"1168","EL8.6SECUT","2020-01-07","81","11.90",156.64,740,9.3,1.3,5.8,1,4.8,0.27,33.45,0.07,139.5
"1169","EL8.6SECUT","2020-02-04","81","17.43",228.65,365,9.5,1.19,6.7,1,5.4,0.33,31.4,0.07,218
"1170","EL8.6SECUT","2020-03-03","81","20.06",262.86,215,9.1,1.01,4.4,1,6.1,0.33,23.3,0.08,257
"1171","EL8.6SECUT","2020-07-07","","16.47",216.14,2300,7.2,1.17,NA,3,3,0.34,NA,0.11,204
"1172","EL8.6SECUT","2020-08-04","48","8.32",109.88,37000,7.1,2.1,14.76,2.1,12.8,0.66,29.94,0.15,91.8
"1173","EL8.6SECUT","2020-09-01","54","7.32",96.75,17500,7.1,2,11.31,2.2,6.6,0.55,21.35,0.12,79
"1174","EL8.6SECUT","2020-10-06","69","2.74",36.5,2100,7.8,1.38,4.29,1,3.4,0.26,9.95,0.03,25
"1175","EL8.6SECUT","2020-11-03","","2.36",31.49,740,8.6,1.2,4.33,1,9.7,NA,10.38,0.19,21
"1176","EL8.6SECUT","2020-12-01","72","2.07",27.63,560,9.1,0.99,7.04,1,7.8,0.42,16.67,0.06,18
"1177","EL8.6SECUT","2021-01-05","78","17.95",235.43,930,10,1.15,4.29,2,4.4,0.55,19.18,0.04,225.65
"1178","EL8.6SECUT","2021-02-02","61","2.23",29.83,310,9.3,0.78,4.76,6,4.6,0.42,40.38,0.17,19.7
"1179","EL8.6SECUT","2021-03-02","71","2.55",34.01,1300,10.6,1.09,3.44,1,4.3,0.47,17.1,0.08,23
"1180","EL8.6SECUT","2021-04-06","80","4.53",60.06,225,9.4,1.18,3.81,4,7.3,0.53,19.76,0.03,45
"1181","EL8.6SECUT","2021-05-04","61","1.97",26.32,2850,8.5,1.15,5.51,1,10.7,0.42,18.88,0.13,17
"1182","EL8.6SECUT","2021-06-01","64","2.46",32.75,3250,7.8,1.19,4.01,1,3.3,0.3,11.35,0.12,22
"1183","EL8.6SECUT","2021-07-06","64","12.23",160.91,3100,7.2,1.43,10.71,3.7,6.8,0.51,36.89,0.23,144
"1184","EL8.6SECUT","2021-08-03","77","16.71",219.28,460,5.6,0.93,5.48,2,2.5,0.32,14.2,0.13,207.5
"1185","EL8.6SECUT","2021-09-07","74","16.30",213.9,3375,5.8,0.02,4.65,1,4.3,0.22,14.55,0.47,201.5
"1186","EL8.6SECUT","2021-10-12","","13.81",181.51,6000,7.6,1.4,5.1,1,5.7,0.31,NA,0.4,166
"1187","EL8.6SECUT","2021-11-02","70","18.18",238.39,2500,8.6,1.36,3.71,1,9.8,0.36,12.2,0.31,229
"1188","EL8.6SECUT","2021-12-07","79","13.31",175,410,8.9,0.87,7.28,1,4.8,0.36,30,0.24,159
"1189","EL8.6SECUT","2022-01-04","","7.76",102.43,2985,10,0.84,7.59,5,800,0.84,13.25,NA,84.5
"1190","EL8.6SECUT","2022-02-01","","19.80",259.39,125,10.5,1.22,0.5,1,8.8,0.06,42.2,NA,253
"1191","EL8.6SECUT","2022-03-01","","15.85",208.04,1520,10,0.92,4.16,1,26.2,0.44,16.3,NA,195
"1192","EL8.6SECUT","2022-04-05","76","16.95",222.41,971,8.5,0.95,3.7,1,10.5,0.29,8.98,0.07,211
"1193","EL8.6SECUT","2022-05-03","53","14.09",185.2,60000,6.9,0.21,5.93,1,18.2,1.82,19.9,0.12,170
"1194","EL8.6SECUT","2022-06-07","","16.54",217.04,1100,7.7,2.02,6.46,2,3.8,0.2,NA,0.36,205
"1195","EL8.6SECUT","2022-07-05","56","15.29",200.78,60000,5.2,1.15,4.04,1,2.6,0.16,18.2,0.36,187
"1196","EL8.6SECUT","2022-08-02","57","13.77",181.04,49000,6.2,0.77,3.05,1,1.7,0.31,19.8,0.12,165.5
"1197","Name","Year","WQI","Count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","EL1.9EC","2004","76","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","EL1.9EC","2005","81","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","EL1.9EC","2006","79","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","EL1.9EC","2007","74","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","EL1.9EC","2008","80","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","EL1.9EC","2009","74","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","EL1.9EC","2010","84","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","EL1.9EC","2011","83","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","EL1.9EC","2012","84","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","EL1.9EC","2013","84","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","EL1.9EC","2014","75","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","EL1.9EC","2015","66","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","EL1.9EC","2016","75","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","EL1.9EC","2017","79","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","EL1.9EC","2018","83","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","EL1.9EC","2019","76","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","EL1.9EC","2020","70","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","EL1.9EC","2021","77","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","EL1.9EC","2022","76","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","EL5.5GC","2004","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","EL5.5GC","2005","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","EL5.5GC","2006","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","EL5.5GC","2007","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","EL5.5GC","2008","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","EL5.5GC","2009","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","EL5.5GC","2010","83","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","EL5.5GC","2011","90","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","EL5.5GC","2012","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","EL5.5GC","2013","86","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","EL5.5GC","2014","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","EL5.5GC","2015","67","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","EL5.5GC","2016","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","EL5.5GC","2017","80","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","EL5.5GC","2018","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","EL5.5GC","2019","67","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","EL5.5GC","2020","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","EL5.5GC","2021","77","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","EL5.5GC","2022","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","EL5.6EC","2004","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","EL5.6EC","2005","81","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","EL5.6EC","2006","87","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","EL5.6EC","2007","85","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","EL5.6EC","2008","89","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","EL5.6EC","2009","77","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","EL5.6EC","2010","82","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","EL5.6EC","2011","90","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","EL5.6EC","2012","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","EL5.6EC","2013","88","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","EL5.6EC","2014","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","EL5.6EC","2015","74","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","EL5.6EC","2016","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","EL5.6EC","2017","86","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","EL5.6EC","2018","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","EL5.6EC","2019","81","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","EL5.6EC","2020","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","EL5.6EC","2021","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","EL5.6EC","2022","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","EL7.1EC","2004","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","EL7.1EC","2005","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","EL7.1EC","2006","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","EL7.1EC","2007","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","EL7.1EC","2008","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","EL7.1EC","2009","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","EL7.1EC","2010","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","EL7.1EC","2011","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","EL7.1EC","2012","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","EL7.1EC","2013","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","EL7.1EC","2014","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","EL7.1EC","2015","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","EL7.1EC","2016","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","EL7.1EC","2017","86","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","EL7.1EC","2018","89","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","EL7.1EC","2019","83","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","EL7.1EC","2020","79","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","EL7.1EC","2021","79","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","EL7.1EC","2022","64","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","EL7.1SEC","2004","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","EL7.1SEC","2005","67","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","EL7.1SEC","2006","76","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","EL7.1SEC","2007","62","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","EL7.1SEC","2008","80","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","EL7.1SEC","2009","72","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","EL7.1SEC","2010","68","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","EL7.1SEC","2011","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","EL7.1SEC","2012","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","EL7.1SEC","2013","78","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","EL7.1SEC","2014","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","EL7.1SEC","2015","68","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","EL7.1SEC","2016","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","EL7.1SEC","2017","72","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","EL7.1SEC","2018","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","EL7.1SEC","2019","67","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","EL7.1SEC","2020","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","EL7.1SEC","2021","71","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","EL7.1SEC","2022","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","EL8.1GC","2004","64","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","EL8.1GC","2005","76","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","EL8.1GC","2006","71","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","EL8.1GC","2007","80","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","EL8.1GC","2008","81","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","EL8.1GC","2009","71","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","EL8.1GC","2010","78","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","EL8.1GC","2011","87","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","EL8.1GC","2012","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","EL8.1GC","2013","72","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","EL8.1GC","2014","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","EL8.1GC","2015","51","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","EL8.1GC","2016","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","EL8.1GC","2017","63","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","EL8.1GC","2018","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","EL8.1GC","2019","67","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","EL8.1GC","2020","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","EL8.1GC","2021","64","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","EL8.1GC","2022","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","EL8.5SEC","2004","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","EL8.5SEC","2005","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","EL8.5SEC","2006","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","EL8.5SEC","2007","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","EL8.5SEC","2008","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","EL8.5SEC","2009","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","EL8.5SEC","2010","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","EL8.5SEC","2011","79","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","EL8.5SEC","2012","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","EL8.5SEC","2013","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","EL8.5SEC","2014","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","EL8.5SEC","2015","52","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","EL8.5SEC","2016","63","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","EL8.5SEC","2017","57","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","EL8.5SEC","2018","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","EL8.5SEC","2019","71","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","EL8.5SEC","2020","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","EL8.5SEC","2021","64","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","EL8.5SEC","2022","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","EL8.6SECUT","2004","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","EL8.6SECUT","2005","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","EL8.6SECUT","2006","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","EL8.6SECUT","2007","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","EL8.6SECUT","2008","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","EL8.6SECUT","2009","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","EL8.6SECUT","2010","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","EL8.6SECUT","2011","57","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","EL8.6SECUT","2012","64","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","EL8.6SECUT","2013","73","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","EL8.6SECUT","2014","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","EL8.6SECUT","2015","61","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","EL8.6SECUT","2016","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","EL8.6SECUT","2017","70","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","EL8.6SECUT","2018","","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","EL8.6SECUT","2019","69","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","EL8.6SECUT","2020","70","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","EL8.6SECUT","2021","71","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","EL8.6SECUT","2022","61","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
